Province id,StateID,albanian,arab,belarusian,bulgarian,chinese,czech,estonian,finnish,french,german,greek,hungarian,english,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch,hindi,danish,norwegian
3580,220,Kursk,Kursk,Kursk,Kursk,Ku'ersike,Kursk,Kursk,Kursk,Koursk,Kaisenberg,Koyrsk,Kurszk,Kursk,Kursk,Kurusuku,Kurska,Kurskas,Kursk,Kursk,Kursk,Kursk,Kursk,Kursk,Kursk,Kursk,Kursk,Koersk,,,
3581,71,Preshov,Brishwf,Presau,Preshov,Puleishaofu,Prešov,Prešov,Prešov,Prešov,Preschau,Presov,Eperjes,Prešov,Prešov,Pureshofu,Prešova,Prešovas,Preszów,Prešov,Preshov,Prešov,Prešov,Prjashiv,Prešov,Prešov,Prešov,Prešov,,,
3583,74,Ostrava,Uwstirafa,Oasty,Ostrava,Esitelafa,Ostrava,Ostrava,Ostrava,Ostrava,Ostrau,Ostrava,Ostrava,Ostrava,Ostrava,Osutoravua,Ostrava,Ostrava,Ostrawa,Ostrava,Ostrava,Ostrava,Ostrava,Ostrava,Ostrava,Ostrava,Ostrava,Ostrava,,,
3585,69,Carlsbad,Karlisbad,Carlsbad,Carlsbad,Qia'ersibade,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Karlsbad,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Kāruzubaddo,Carlsbad,Carlsbad,Karlowe Wary,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Carlsbad,Karelsbad,,,
3594,26,Vichy,Fishi,Visy,Vishi,Weixi,Vichy,Vichy,Vichy,Vichy,Waldshafen,Visy,Vichy,Vichy,Vichy,Vuishī,Viši,Viši,Vichy,Vichy,Vishi,Vichy,Vichy,Vishi,Vichy,Vichy,Vichy,Vichy,,,
3614,764,Pancevo,Bantishifu,Pancava,Panchevo,Panqiewo,Pančevo,Pančevo,Pančevo,Pančevo,Pantschowa,Pantsevo,Pancsova,Pancevo,Pancevo,Panchevuo,Pančeva,Pančevas,Pančevo,Panciova,Panchevo,Pančevo,Pančevo,Panchevo,Pančevo,Pančevo,Pančevo,Banstad,,,
3618,406,Guryev,,Hurjeu,,Guliyefu,Guryev,Guryev,Guryev,Gouriev,Guryev,Guryev,Guryev,Guryev,Guryev,,Guryev,Guryev,Guryev,Guryev,Gur'ev,Guryev,Guryev,Huryev,Guryev,Guryev,Guryev,Guryev,,,
3652,27,Dizhoni,Dyjwn,Dyzon,Dizhon,Dirong,Dijon,Dijon,Dijon,Dijon,Dischon,Ntizon,Dijon,Dijon,Digione,Dijon,Dižona,Dižonas,Dijon,Dijon,Dizhon,Dijon,Dijon,Dizhon,Dijon,Dijon,Dijon,Dijon,,,
3653,231,Batumi,Alasfal,Batumi,Batumi,Batong,Batumi,Bathumi,Batumi,Batoumi,Batau,Batoymi,Batumi,Batumi,Batumi,Batoumi,Batumi,Batumis,Batumi,Batumi,Batumi,Batumi,Batum,Batumi,Batumi,Batumi,Batumi,Batoemi,,,
3663,46,Ploiesti,Bluiisht,Plej,Ploesht,Puluoyeshidi,Ploješť,Ploiești,Ploiești,Ploiești,Plorescht,Ploiesti,Ploiești,Ploiesti,Ploiești,Puroieshuti,Ploješti,Ploještis,Ploeszti,Ploiești,Ploeshti,Ploiești,Ploiești,Ployeshti,Ploiești,Ploiești,Ploiești,Ploiești,,,
3671,24,Tours,Tur,Tur,Tur,Tu'er,Tours,Tours,Tours,Tours,Touren,Toyr,Tours,Tours,Tours,Toūru,Tūra,Tūras,Tours,Tours,Tur,Tours,Tours,Tur,Tours,Tours,Tours,Tours,,,
3672,232,Grozni,Ghruzni,Hrozny,Grozni,Geluozini,Grozný,Groznõi,Groznyi,Grozny,Grodno,Gkroznu,Groznij,Grozny,Groznyj,Gurozunui,Groznija,Groznas,Grozny,Groznîi,Groznyj,Groznyj,Grozni,Hroznyj,Grozni,Grozni,Grózni,Grozny,,,
3673,152,Klagenfurt,Klaghinfurt,Klagenfurt,Klagenfurt,Kelagenfu,Klagenfurt,Klagenfurt,Klagenfurt,Klagenfurt,Klagenfurt,Klagkenfoyrt,Klagenfurt,Klagenfurt,Klagenfurt,Kurāgenfuruto,Klāgenfurte,Klagenfurtas,Klagenfurt,Klagenfurt,Klagenfurt-am-Verterze,Klagenfurt,Klagenfurt,Klahenfurt-am-verterze,Klagenfurt,Klagenfurt,Klagenfurt,Klagenfurt,,,
3686,137,Sevastopol,Sifastubul,Sievastopal,Sevastopol,Saiwasituobo'er,Sevastopol,Sevastopol,Sevastopol,Sébastopol,Theodorichhafen,Sevastoypoli,Szevasztopol,Sevastopol,Sebastopoli,Sevuasutopori,Sevastopole,Sevastopolis,Sewastopol,Sevastopol,Sevastopol',Sevastopol,Sivastopol,Sevastopol,Sevastopolj,Sebastopol,Sebastopol,Sebastopol,,,
3687,360,Sewastopol,Sifastubul,Sievastopal,Sevastopol,Saiwasituoboer,Sevastopol,Sevastopol,Sevastopol,Sebastopol,Sewastopol,Sevastoypoli,Szevasztopol,Sevastópol,Sebastopoli,Sevuasutopori,Sevastopole,Sevastopolis,Sewastopol,Sevastopol,Sevastópol,Sevastopol,Sivastopol,Sevastopol,Sevastopolj,Sebastopol,Sebastopol,Sebastopol,,,
3707,78,Kishinau,Kishinaw,Kisyniou,Kishinev,Jixinewu,Kišiněv,Chișinău,Chișinău,Chișinău,Kischinau,Kisinaoy,Chișinău,Chisinău,Chișinău,Kishinau,Kišiņeva,Kišiniovas,Kiszyniów,Chișinău,Kishinev,Chișinău,Kişinev,Kyshyniv,Kišinjev,Chisináu,Quixinau,Chisinau,,,
3720,234,Majkop,Micob,Majkop,Maykop,Maikepu,Majkop,Maikop,Maikop,Maïkop,Köpenschaffen,Maikop,Majkop,Maikop,Majkop,Maikōpu,Maikopa,Maikopas,Majkop,Maikop,Maykop,Majkop,Maykop,Majkop,Majkop,Maikop,Maikop,Majkop,,,
3734,234,Krasnodari,Krasnudar,Krasnadar,Krasnodar,Kelasinuoda'er,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Wilhelmstadt,Krasnontar,Krasznodar,Krasnodar,Krasnodar,Kurasunodāru,Krasnodara,Krasnodaras,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,Krasnodar,,,
3757,192,Balta,Bala,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balt,Balta,Balta,Balta,Balta,Baruta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,Balta,,,
3768,32,Grenoble,Ghrunubil,Hrenobl,Grenobal,Gelenuobu'er,Grenoble,Grenoble,Grenoble,Grenoble,Graswalde,Gkrenobl,Grenoble,Grenoble,Granopoli,Gurunōburu,Grenoble,Grenoblis,Grenoble,Grenoble,Grenobl',Grenoble,Grenoble,Hrenobl,Grenoble,Grenoble,Grenoble,Grenoble,,,
3775,276,Toronto,Turuntu,Taronta,Toronto,Duolunduo,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Torontas,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,Toronto,,,
3778,276,Ottawa,Uwtawa,Atava,Otava,Wotaihua,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottava,Ottawa,Ottawa,Ottawa,Otawa,Otava,Otava,Ottawa,Ottawa,Ottava,Ottawa,Ottawa,Ottava,Ottawa,Ottawa,Ottawa,Ottawa,,,
3780,159,Milano,Mylanu,L u milan,Milano,Milan,Milán,Milano,Milano,Milan,Mailand,Milano,Milánó,Milan,Milano,Mirano,Milāna,Milanas,Mediolan,Milano,Milan,Milano,Milano,Milan,Milano,Milán,Milão,Milaan,,,
3790,179,Portimão,Burtymaw,Portimao,Portimão,Bo'erdimang,Portimão,Portimão,Portimão,Portimão,Portimão,Portimão,Portimão,Portimão,Portimão,Port port,Portimauna,Portimaunas,Portimão,Portimão,Portiman,Portimão,Portimão,Portiman,Portimão,Portimão,Portimão,Portimão,,,
3796,801,Pleven,Bilfin,Plieunaj,Pleven,Puliewen,Pleven,Pleven,Pleven,Pleven,Plewen,Pleven,Plevna,Pleven,Pleven,Purevuen,Plevena,Plevenas,Plewen,Plevna,Pleven,Pleven,Plevne,Pleven,Pleven,Pleven,Pleven,Pleven,,,
3798,112,Coimbra,Qalmaria,Kaimbra,Koimbra,Keyingbula,Coimbra,Coimbra,Coimbra,Coimbra,Coimbra,Koibra,Coimbra,Coimbra,Coimbra,Koinbura,Koimbra,Koimbra,Coimbra,Coimbra,Koimbra,Coimbra,Coimbra,Koyimbra,Coimbra,Coímbra,Coimbra,Coimbra,,,
3816,166,Zaragoza,Saraqusta,Saragoza,Saragosa,Salagesa,Zaragoza,Zaragoza,Zaragoza,Saragosse,Saragossa,Saragosa,Zaragoza,Zaragoza,Saragozza,Saragosa,Saragosa,Saragosa,Saragossa,Zaragoza,Saragosa,Zaragoza,Zaragoza,Sarahosa,Zaragoza,Zaragoza,Saragoça,Saragossa,,,
3838,1,Ajáccio,,,,Aj�ccio,Ajáccio,Ajáccio,Ajáccio,Ajáccio,Ajaccio,Ajáccio,Ajáccio,Ajáccio,Aiaccio,,Ajáccio,Ajáccio,Ajáccio,Ajáccio,Ajáccio,Ajáccio,Ajáccio,,Ajáccio,Ajáccio,Ajáccio,Ajáccio,,,
3844,731,Kateríni,Katrini,Kateryni,Katerini,Qiatailini,Katerini,Kateríni,Kateríni,Kateríni,Katerini,Katerini,Kateríni,Kateríni,Kateríni,Katerīni,Kateríni,Katerine,Katerini,Katerini,Katerini,Katerini,Katerin,Katerini,Katerini,Katerini,Caterini,Katerini,,,
3856,343,Kytahia,Shit,Kutahi,Kyutahiya,Qutaxiya,Kütahya,Kütahya,Kütahya,Kütahya,Kütahya,Kioytacheia,Kütahya,Kütahya,Kütahya,Kyutahiya,Kitahja,Kiutahija,Kütahya,Kütahya,Kjutah'ja,Kütahya,Kütahya,Kjutahja,Kütahya,Kütahya,Kütahya,Kütahya,,,
3862,798,Yozgat,Yuzghat,Yozgat,Yozgat,Yuezijiate,Yozgat,Yozgat,Yozgat,Yozgat,Yozgat,Giozgkat,Yozgat,Yozgat,Yozgat,Yozugato,Yozgat,Jozgatas,Yozgat,Yozgat,Jozgat,Yozgat,Yozgat,Jozhat,Yozgat,Yozgat,Yozgat,Yozgat,,,
3864,47,Volos,Fulus,Volas,Volos,Woluosi,Volos,Vólos,Vólos,Vólos,Volos,Volos,Vólosz,Volos,Volos,Vuorosu,Vola,Volas,Wolos,Volo,Volos,Volos,Volos,Volos,Volos,Volos,Vólos,Volos,,,
3868,103,Dubrovniku,Dubrufnik,Dubrounik,Dubrovnik,Dubuluofunike,Dubrovník,Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnik,Ntoybrovnik,Dubrovnik,Dubrovnik,Ragusa,Douburovuniku,Dubrovnika,Dubrovnikas,Dubrownik,Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnyk,Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnik,,,
3870,348,Kayseri,Qaysaria,Kaisers,Kayseri,Kaisaili,Kayseri,Kayseri,Kayseri,Kayseri,Kayseri,Kaisareia,Kayseri,Kayseri,Kayseri,Kaiseri,Kayseri,Kayseri,Kayseri,Kayseri,Kajseri,Kayseri,Kayseri,Kajseri,Kayseri,Kayseri,Caiseri,Kayseri,,,
3874,788,Salamanca,Shalmanaqa,Salamanku,Salamanka,Salamanqia,Salamanca,Salamanca,Salamanca,Salamanque,Salamanca,Salamanka,Salamanca,Salamanca,Salamanca,Saramanka,Salamanka,Salamanka,Salamanka,Salamanca,Salamanka,Salamanca,Salamanca,Salamanka,Salamanca,Salamanca,Salamanca,Salamanca,,,
3878,358,New York,Niuyurk,Nju-jork,Nyu york,Niuyue,New York,New York,New York,New York,New York,New York,New York,New York,New York,Nyūyōku,Ņujorka,Niujorkas,Nowy Jork,New York,N'ju-Jork,New York,New York,Nju-jork,New York,New York,Nova Iorque,Nieuw-Amsterdam,,,
3882,106,Shkupi,Iiskubia,Skopje >>,Skopie,Sikepuli,Skopje,Skopje,Skopje,Skopje,Skophertz,Skopia,Szkopje,Skopje,Skopje,Sukopie,Skopje,Skopje,Skopje,Skopje,Skop'e,Skopje,Üsküp,Skopye,Skoplje,Skopie,Escópia,Skopje,,,
3914,185,Janina,Yawanina,Janina,Yanina,Yueanina,Ioánnina,Ioánnina,Ioánnina,Ioánnina,Iohanstadt,Ioannina,Joánina,Ioannina,Giannina,Yoanina,Ioannina,Janina,Janina,Ioannina,Janina,Ioánnina,Yanya,Janina,Janjina,Ioánina,Janina,Ioannina,,,
3916,676,Erbili,Arbil,Jeura,Arbil,A'erbeila,Irbíl,Arbil,Arbil,Erbil,Erbil,Erbil,Erbíl,Erbil,Erbil,Arubīru,Erbila,Erbilis,Irbil,Arbil,Erbil',Erbil,Erbil,Erbil,Arbil,Erbil,Arbil,Erbil,,,
3924,103,Split,Siblit,Split,Split,Sipulite,Split,Split,Split,Split,Split,Split,Split,Split,Spalato,Supuritto,Split,Split,Split,Split,Split,Split,Split,Split,Split,Split,Split,Split,,,
3933,172,Pamplona,Binibluna,Pamplona,Pamplona,Panpuluona,Pamplona,Pamplona,Pamplona,Pampelune,Pamplona,Pablona,Pamplona,Pamplona,Pamplona,Panpurōna,Pamplona,Pamplona,Pampeluna,Pamplona,Pamplona,Pamplona,Pamplona,Pamplona,Pamplona,Pamplona,Pamplona,Pamplona,,,
3938,41,Madridi,Madrid,Madryd,Madrid,Madeli,Madrid,Madrid,Madrid,Madrid,Madrid,Madriti,Madrid,Madrid,Madrid,Madorīdo,Madride,Madridas,Madryt,Madrid,Madrid,Madrid,Madrid,Madryd,Madrid,Madrid,Madrid,Madrid,,,
3942,680,Deir az-Zur,,,,Dai'er Zu'er,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,,Deir az-Zur,Deir az-Zur,Deir az-Zur,Deir az-Zur,,,
3945,793,Cuenca,Kwinka,Cuenca,Cuenca,Kunqia,Cuenca,Cuenca,Cuenca,Cuenca,Cuenca,Koyenka,Cuenca,Cuenca,Cuenca,Kuenka,Cuenca,Kuenka,Cuenca,Cuenca,Kuenka,Cuenca,Cuenca,Kuenka,Cuenca,Cuenca,Cuenca,Cuenca,,,
3951,49,Eskishehri,Iiski shahr,Eskisechir,Eskishehir,Aisijixiexier,Eskišehir,Eskişehir,Eskişehir,Eskişehir,Eskişehir,Eskisechir,Eskişehir,Eskişehir,Eskişehir,Esukishehiru,Eskišehira,Eskišechiras,Eskişehir,Eskişehir,Eskishehir,Eskişehir,Eskişehir,Eskishekhir,Eskişehir,Eskişehir,Esquiceir,Eskişehir,,,
3954,794,Caspe,Kasbi,Kaspien,Caspe,Qiasipei,Caspe,Caspe,Caspe,Caspe,Caspe,Caspe,Caspe,Caspe,Caspe,Kasupe,Caspe,Caspe,Caspe,Caspe,Kaspe,Caspe,Caspe,Kaspe,Caspe,Caspe,Caspe,Caspe,,,
3957,361,Washington,Washintun,Vasynhton,Vashington,Huashengdun,Washington,Washington,Washington,Washington,Washington,Oyasingkton,Washington,Washington,Washington,Washinton,Vašingtona,Vašingtonas,Waszyngton,Washington,Vashington,Washington,Washington,Vashynhton,Washington,Washington,Washington,Washington,,,
3960,375,Dallas,Dalas,Dallas,Dalas,Dalasi,Dallas,Dallas,Dallas,Dallas,Dallas,Ntalas,Dallas,Dallas,Dallas,Darasu,Dalasa,Dalasas,Dallas,Dallas,Dallas,Dallas,Dallas,Dallas,Dalla,Dallas,Dallas,Dallas,,,
3973,47,Larisa,Liza,Larysa,Larisa,Lalisa,Larisa,Lárisa,Lárisa,Larissa,Erika,Larisa,Lárisza,Larissa,Larissa,Rarisa,Larisa,Larisa,Larisa,Larisa,Larisa,Lariss,Larisa,Larysa,Larisa,Larisa,Lárissa,Larisa,,,
3979,354,Gümüşhane,Kwmwsh khana,Gumushane,Gümüşhane,Jumishihanei,Gümüşhane,Gümüşhane,Gümüşhane,Gümüşhane,Gümüşhane,Gkioymoyschane,Gümüşhane,Gümüşhane,Gümüşhane,Gyumyushuhāne,Gümüşhane,Giumiušchane,Gümüşhane,Gümüşhane,Gjumjushhane,Gümüşhane,Gümüşhane,Hjumjushkhane,Gümüşhane,Gümüşhane,Gümüşhane,Gümüşhane,,,
3988,47,Korinti,Kurnath,Vuhliarod,Korint,Kelinsi,Korint,Kórinthos,Kórinthos,Corinthe,Korinth,Korinthos,Korinthosz,Kórinthos,Corinto,Korintosu,Korinta,Korintas,Korynt,Corint,Korinf,Korinth,Korint,Korynf,Korint,Corinto,Corinto,Korinthe,,,
3992,600,Nanchang,Nantshangh,Nanchan,Nanchan,Nanchang,Nan-čchang,Nanchang,Nanchang,Nanchang,Nanchang,Nantsangk,Nancsang,Nanchang,Nanchang,Nanshōshi,Naņčana,Nančangas,Nanchang,Nanchang,Nan'chan,Nanchang,Nanchang,Nanchan,Nanchang,Nanchang,Nanchang,Nanchang,,,
3995,646,Saipan,Siban,Skazala,Saypan,Saibandao,Saipan,Saipan,Saipan,Saipan,Saipan,Saipan,Saipan,Saipan,Saipan,Saipan-jima,Saipana,Saipanas,Saipan,Saipan,Sajpan,Saipan,Saipan,Sajpan,Saipan,Saipán,Saipã,Saipan,,,
3996,446,Giza,Aljiza,Giza,Giza,Jisa,Gíza,Giza,Giza,Gizeh,Gizeh,Gkiza,Gíza,Giza,Giza,Gīza,Giza,Giza,Giza,Giza,El'-Giza,Giza,Gize,Hiza,Giza,Guiza,Gizé,Gizeh,,,
4052,527,Pjonjangu,Bywnghyangh,Psenan,Phenyan,Pingrang,Pchjongjang,Pyongyang,Pjongjang,Pyongyang,Pjöngjang,Piongiangk,Phenjan,Pyongyang,Pyongyang,Pinjo jichitai,Phenjana,Pchenjanas,Pjongjang,Phenian,Phen'jan,Pyongyang,Pyongyang,Pkhenjan,Pjongjang,Pionyang,Pyongyang,Pjongjang,,,
4056,525,Busan,Buaynan,Vonkavy,Pusan,Fushan,Pusan,Busan,Busan,Pusan,Busan,Boysan,Puszan,Pusan,Pusan,Pusankōikishi,Pusana,Busanas,Pusan,Busan,Pusan,Busan,Busan,Pusan,Busan,Busan,Busan,Boesan,,,
4073,446,Suezi,Alsuways,Suec,Suets,Suyi,Suez,Suess,Suez,Suez,Sues,Soyez,Szuez,Suez,Suez,Suezu,Suvaisa,Suecas,Suez,Suez,Suets,Suez,Süveyş,Suets,Suez,Suez,Suez,Suez,,,
4075,671,Hanoi,Hanuy,Chanoja,Hanoy,Henei,Hanoj,Hanoi,Hanoi,Hanoï,Hanoi,Anoi,Hanoi,Hanoi,Hanoi,Hanoi,Hanoja,Hanojus,Hanoi,Hanoi,Hanoj,Hanoi,Hanoi,Khanoj,Hanoi,Hanói,Hanói,Hanoi,,,
4076,447,Aleksandria,Aliiskandaria,Alieksandryja,Aleksandriya,Yalishanda,Alexandrie,Aleksandria,Aleksandria,Alexandrie,Alexandria,Alexandreia,Alexandria,Alexandria,Alessandria d'Egitto,Arekusandoria,Aleksandrija,Aleksandrija,Aleksandria,Alexandri,Aleksandrija,Alexandria,İskenderiye,Aleksandrija,Aleksandrija,Alejandría,Alexandria,Alexandrië,,,
4098,167,Alicante,Laqant,Batyralny,Alikante,Alikante,Alicante,Alicante,Alicante,Alicante,Alicante,Alikante,Alicante,Alicante,Alicante,Arikante,Alakanta,Alikante,Alicante,Alicante,Alikante,Alicante,Alicante,Alikante,Alicante,Alicante,Alicante,Alicante,,,
4102,528,Kagoshima,Kaghushima,Kahosima,Kagoshima,Lu'erdao,Kagošima,Kagoshima,Kagoshima,Kagoshima,Kagoshima,Kagkosima,Kagosima,Kagoshima,Kagoshima,Kagoshima-shi,Kagosima,Kagošima,Kagoshima,Kagoshima,Kagosima,Kagoshima,Kagoshima,Kagosima,Kagošima,Kagoshima,Kagoshima,Kagoshima,,,
4108,462,Marakeshi,Marakish,Marrakech,Marakesh,Malakashi,Marrákeš,Marrakech,Marrakech,Marrakech,Marrakesch,Marakes,Marrákes,Marrakech,Marrakech,Marakeshu,Marrākeša,Marakešas,Marrakesz,Marrakech,Marrakesh,Marrakech,Marakeş,Marrakesh,Marrakech,Marrakech,Marraquexe,Marrakesh,,,
4109,47,Athina,Athina,Afiny,Atina,Yadian,Athény,Ateena,Ateena,Athènes,Athen,Athina,Athén,Athens,Atene,Atene,Atēnas,Atenai,Ateny,Atena,Afiny,Aten,Atina,Afiny,Atena,Atenas,Atenas,Athene,,,
4111,554,Damasku,Dimashq,Damask,Damask,Damashige,Damašek,Damaskus,Damaskos,Damas,Damaskus,Damaskos,Damaszkusz,Damascus,Damasco,Damasukasu,Damaska,Damaskas,Damaszek,Damasc,Damask,Damaskus,Şam,Damask,Damask,Damasco,Damasco,Damascus,,,
4112,339,Izmiri,Iizmir,Izmir,Izmir,Yizimier,Smyrna,İzmir,İzmir,Izmir,Izmir,Smyrni,İzmir,Izmir,Smirne,Izumiru,Izmira,Izmiras,Izmir,İzmir,Izmir,Izmir,İzmir,Izmir,İzmir,Esmirna,Esmirna,İzmir,,,
4135,118,Gjibraltari,Jabal tariq,Hibraltar,Gibraltar,Zhibuluotuo,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Givraltar,Gibraltár,Gibraltar,Gibilterra,Jiburarutaru,Gibraltārs,Gibraltaras,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Cebelitarık,Hibraltar,Gibraltar,Gibraltar,Gibraltar,Gibraltar,,,
4159,115,Mesina,Masina,Miesina,Mesina,Moxina,Messina,Messina,Messina,Messine,Messina,Messini,Messina,Messina,Messina,Messhīna,Mesina,Mesina,Mesyna,Messina,Messina,Messina,Messina,Messina,Messina,Mesina,Messina,Messina,,,
4161,453,El-Arish,Alearish,Areashish,Arish,Alishi,El-Arish,El-Arish,El-Arish,El-Arish,El-Arish,Aris,El-Arish,El-Arish,El-Arish,Arīshu,El-Arish,El-Arish,El-Arish,El-Arish,El'-Arish,El-Arish,El-Arish,El-arish,El-Arish,El Arish,Alarixe,El Arish,,,
4180,629,Honolulu,Hwnululu,Hanalulu,Honolulu,Tanxiangshan,Honolulu,Honolulu,Honolulu,Honolulu,Honolulu,Chonoloyloy,Honolulu,Honolulu,Honolulu,Honoruru,Honolulu,Honolulu,Honolulu,Honolulu,Gonolulu,Honolulu,Honolulu,Honolulu,Honolul,Honolulu,Honolulu,Honolulu,,,
4189,729,Makao,Makaw,Makaa,Makao,Aomen,Macao,Macau,Macao,Macao,Macau,Makaoy,Makaó,Macau,Macao,Makao,Makao,Makao,Makau,Macao,Makao,Macao,Makao,Makao,Makao,Macao,Macau,Macau,,,
4196,595,Fuzhou,Fawzahu,Fuczou,Fudzhou,Fuzhou,Fu-čou,Fuzhou,Fuzhou,Fuzhou,Fuzhou,Foytsooy,Fucsou,Fuzhou,Fuzhou,Fukushū shiti,Fudžou,Fudžou,Fuzhou,Fuzhou,Fuchzhou,Fuzhou,Fuzhou,Fuchzhou,Fuzhou,Fuzhou,Fucheu,Fuzhou,,,
4206,454,Tel Aviv-Jafa,Tal abib,Tel-aviu,Tel aviv,Telaweifu,Tel Aviv,Tel Aviv,Tel Aviv,Tel Aviv-Jaffa,Tel Aviv-Jaffa,Tel Aviv,Tel-Aviv,Tel Aviv,Tel Aviv,Teruabibu,Telaviva,Tel Avivas,Tel Awiw-Jafa,Tel Aviv,Tel'-Aviv,Tel Aviv,Tel Aviv,Tel-aviv,Tel Aviv,Tel Aviv,Tel Aviv,Tel Aviv,,,
4226,634,Buin,Buin,Bujn,Buin,Buyin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,Buin,,,
4241,627,Davao,Dafaw,Davao,Davao,Dawo,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Dabao,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Davao,Dávao,Dávao,Davao,,,
4245,431,Kalkuta,Kalkta,Kalkuta,Kolkata,Jia'ergeda,Kalkata,Kolkata,Kalkutta,Calcutta,Kalkutta,Kalkoyta,Kolkata,Calcutta,Calcutta,Korukata,Kolkata,Kolkata,Kolkata,Calcutta,Kal'kutta,Calcutta,Kalküta,Kolkata,Kolkata,Calcuta,Calcutá,Calcutta,,,
4268,635,Noumea,Nawmiana,Numea,Numea,Numeia,Nouméa,Nouméa,Nouméa,Nouméa,Nouméa,Noymea,Nouméa,Noumea,Numea,Numea,Numea,Numeja,Numea,Nouméa,Numea,Nouméa,Nouméa,Numea,Nouméa,Numea,Numeá,Nouméa,,,
4286,636,Suva,Sufa,Susyc,Suva,Suwa,Suva,Suva,Suva,Suva,Suva,Soyva,Suva,Suva,Suva,Suba,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,Suva,,,
4288,624,Calapan,Kalaban,Horad calapan,Calapan city,Qialapan,Calapan,Calapan,Calapan,Calapan,Calapan City,Calapan,Calapan,Calapan,Calapan,Kara pan,Calapan,Calapan,Calapan,Calapan,Calapan,Calapan,Calapan,Kalapan,Calapan,Calapán,Calapan,Calapan,,,
4329,523,Port Moresby,Burt mursabi,Port morsbi,Port morsbi,Mo'ersibigang,Port Moresby,Port Moresby,Port Moresby,Port Moresby,Port Moresby,Port Moresbi,Port Moresby,Port Moresby,Port Moresby,Pōtomoresubī,Portmorsbi,Port Morsbis,Port Moresby,Port Moresby,Port-Morsbi,Port Moresby,Port Moresby,Port-morsbi,Port Moresby,Puerto Moresby,Porto Moresby,Port Moresby,,,
4333,590,Akmolinsk,Akmolinsk,Nur-sultan,Nur sultan,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,Nur-sultan,Akmolinsk,Akmolinsk,Akmolinsk,Akmolinsk,,,
4345,468,Montreali,Muntiryal,Manreal,Monreal,Mengteli'er,Montréal,Montréal,Montreal,Montréal,Montreal,Montreal,Montréal,Montréal,Montréal,Montoriōru,Monreāla,Monrealis,Montreal,Montréal,Monreal',Montréal,Montreal,Monreal,Montréal,Montreal,Montreal,Montreal,,,
4354,651,Sterlitamaku,Stirlitamak,Sterlitamak,Sterlitamak,Sijie'erlitamake,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Stawmahoß,Sterlitamak,Sztyerlitamak,Sterlitamak,Sterlitamak,Suteruritamaku,Sterļitamaka,Sterlitamakas,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,Sterlitamak,,,
4357,647,North Palau,,,,Palaobei,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,North Palau,,North Palau,North Palau,North Palau,Noord-Palau,,,
4401,286,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,Saigon,,,
